NO,주소,층,보증금,월세,관리비,종류,평수,방 수,욕실 수,향,"향(남향,동향등)(원본)",전입가능여부,전입가능 여부(원본),주차장,주차장(원본),즉시 입주 여부,즉시입주여부(원본),복층 여부,복층여부(원본),에어컨,에어컨(원본),냉장고,냉장고(원본),세탁기,세탁기(원본),인덕션,인덕션(원본),엘리베이터,엘리베이터(원본),신발장,신발장(원본),옷장,옷장(원본),베란다,베란다(원본),싱크대,싱크대(원본),url 주소
364,인천시 연수구 송도동 19-1,4,10000000,750000,300000,오피스텔,43.41,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/FYrJ2KAH
365,인천시 연수구 송도동 19-1,4,10000000,750000,370000,오피스텔,43.41,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/xxoXeEYL
366,인천시 연수구 송도동 19-1,4,10000000,750000,300000,오피스텔,43.41,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/x52KxPFA
367,인천시 연수구 송도동 19-1,4,10000000,750000,300000,오피스텔,43.41,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/5NeCW6Hv
368,인천시 연수구 송도동 23-1,3,10000000,800000,400000,오피스텔,57,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FG3lasJO
369,인천시 연수구 송도동 23-1,3,10000000,800000,450000,오피스텔,57,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/G8fZ1Eut
370,인천시 연수구 송도동 19-1,4,10000000,700000,200000,오피스텔,26.67,1,1,북서,북서향,0,X,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/Fc6UrZCT
371,인천시 연수구 송도동 19-1,4,10000000,650000,250000,오피스텔,26.67,1,1,북서,북서향,0,X,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GWW78hKL
372,인천시 연수구 송도동 18-1,3,10000000,750000,400000,오피스텔,53.31,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GQGwPpyA
373,인천시 연수구 송도동 18-1,5,10000000,600000,200000,오피스텔,27.2,1,1,북서,북서향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FJOGw2GL
374,인천시 연수구 송도동 18-1,4,10000000,750000,350000,오피스텔,43.79,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/Ge78bWB3
375,인천시 연수구 송도동 18-1,4,10000000,750000,300000,오피스텔,43.79,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/xcgHcWT5
376,인천시 연수구 송도동 30-2,8,50000000,1000000,200000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FCZGSLRd
377,인천시 연수구 송도동 30-2,8,50000000,1000000,300000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5nhVyPvh
378,인천시 연수구 송도동 30-2,8,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FFqHPnRf
379,인천시 연수구 송도동 30-2,8,50000000,1000000,300000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FNtiolRZ
380,인천시 연수구 송도동 30-2,8,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FIcO1oTx
381,인천시 연수구 송도동 30-2,8,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GfrdYbM9
382,인천시 연수구 송도동 30-2,8,50000000,1000000,300000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/Fns8uMxv
383,인천시 연수구 송도동 30-2,8,50000000,1000000,280000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xaTyEoqe
384,인천시 연수구 송도동 30-2,8,50000000,1000000,300000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5MvsdS36
385,인천시 연수구 송도동 30-2,8,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FVF9u7ex
386,인천시 연수구 송도동 30-2,8,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GP26cdXu
387,인천시 연수구 송도동 30-3,15,10000000,1000000,350000,오피스텔,49.34,3,2,님서,님서향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xoGtJQCZ
388,인천시 연수구 송도동 18-1,4,10000000,750000,350000,오피스텔,44.86,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/xtNFjNFA
389,인천시 연수구 송도동 18-1,4,10000000,750000,300000,오피스텔,44.86,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/xjYhtYlU
390,인천시 연수구 송도동 18-1,4,10000000,750000,350000,오피스텔,44.86,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/F7F2gFk0
391,인천시 연수구 송도동 18-1,4,10000000,750000,300000,오피스텔,44.86,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,0,X,1,O,https://naver.me/5515O1EB
392,인천시 연수구 송도동 18-1,5,10000000,850000,400000,오피스텔,53.54,1,1,북서,북서향,0,X,1,O,1,O,0,X,1,O,0,X,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5qLO0kZs
393,인천시 연수구 송도동 30-2,10,50000000,1000000,300000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GKIMjtA4
394,인천시 연수구 송도동 30-2,10,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GcAb9kGw
395,인천시 연수구 송도동 30-2,10,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xvCdKxPd
396,인천시 연수구 송도동 30-2,10,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/58qOxy4i
397,인천시 연수구 송도동 30-2,10,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FNtiowlt
398,인천시 연수구 송도동 30-2,10,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FYrJ2Pbc
399,인천시 연수구 송도동 30-2,10,50000000,1000000,300000,오피스텔,45.56,2,1,동,동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GlRYrZAS
400,인천시 연수구 송도동 30-2,10,50000000,1000000,250000,오피스텔,45.56,2,1,남동,남동향,0,X,1,O,0,X,0,X,1,O,1,O,0,X,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xm0NEwlq
401,인천시 연수구 송도동 18-1,3,5000000,650000,180000,오피스텔,26.39,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/x3cyXDQz
402,인천시 연수구 송도동 18-2,3,5000000,650000,200000,오피스텔,26.39,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xdMmcamo
403,인천시 연수구 송도동 19-1,4,10000000,800000,350000,오피스텔,54.43,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,1,O,1,O,https://naver.me/F05pO3iW
404,인천시 연수구 송도동 19-1,4,10000000,800000,500000,오피스텔,54.43,1,1,남동,남동향,0,X,1,O,1,O,0,X,1,O,1,O,1,O,1,O,1,O,1,O,1,O,1,O,1,O,https://naver.me/FyAZ6pfp
405,인천시 연수구 송도동 17-1,5,10000000,750000,450000,오피스텔,27,1,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xRgCBqcz
406,인천시 연수구 송도동 17-1,4,10000000,700000,300000,오피스텔,22,1,1,북,북,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GJZlSU5F
407,인천시 연수구 송도동 17-1,3,10000000,800000,300000,오피스텔,21,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xAfZKQU5
408,인천시 연수구 송도동 17-1,4,10000000,700000,420000,오피스텔,26,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GVV8jyd5
409,인천시 연수구 송도동 17-1,3,10000000,750000,350000,오피스텔,21,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GQGw9i3X
410,인천시 연수구 송도동 17-1,5,10000000,700000,350000,오피스텔,22,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FgEz3ezQ
411,인천시 연수구 송도동 17-1,3,10000000,700000,400000,오피스텔,26,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GYDiZkB9
412,인천시 연수구 송도동 17-1,4,10000000,700000,400000,오피스텔,26,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GYDiZkB9
413,인천시 연수구 송도동 17-1,5,10000000,700000,350000,오피스텔,21,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xB76LqHj
414,인천시 연수구 송도동 17-1,4,10000000,600000,250000,오피스텔,13,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GUTkJkG8
415,인천시 연수구 송도동 17-1,5,10000000,700000,350000,오피스텔,21,1,1,남동,남동,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/58qOJOsk
416,인천시 연수구 송도동 17-1,5,10000000,600000,200000,오피스텔,13,1,1,남동,남동,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5vJRURsD
417,인천시 연수구 송도동 17-1,4,10000000,600000,189000,오피스텔,13,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FjmMgrf0
418,인천시 연수구 송도동 17-1,4,10000000,800000,400000,오피스텔,27,1,1,남동,남동,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FriCrLiJ
419,인천시 연수구 송도동 17-1,3,10000000,700000,350000,오피스텔,21,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FORi7sDs
420,인천시 연수구 송도동 17-1,3,10000000,600000,260000,오피스텔,13,1,1,남,남,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/x1uQ5XH1
421,인천시 연수구 송도동 17-1,5,10000000,700000,300000,오피스텔,22,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GXFmeERg
422,인천시 연수구 송도동 17-1,5,10000000,800000,350000,오피스텔,27,1,1,남동,남동,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GP26Qrym
423,인천시 연수구 송도동 17-1,3,10000000,800000,400000,오피스텔,27,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FLEJtBFR
424,인천시 연수구 송도동 17-1,3,10000000,750000,400000,오피스텔,27,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FSvNiV96
425,인천시 연수구 송도동 17-1,3,10000000,700000,380000,오피스텔,21,1,1,서,서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5suv8rrR
426,인천시 연수구 송도동 17-1,5,10000000,800000,330000,오피스텔,22,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GmpH4Scu
427,인천시 연수구 송도동 17-1,5,10000000,700000,300000,오피스텔,22,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5g46g7V7
428,인천시 연수구 송도동 17-1,3,5000000,750000,520000,오피스텔,27,1,1,남동,남동,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5QspjDHM
429,인천시 연수구 송도동 17-1,3,5000000,650000,180000,오피스텔,13,1,1,북서,북서,0,.,0,2,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5LQ0eHL8
430,인천시 연수구 송도동 21-59,10,10000000,900000,250000,오피스텔,14,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GP26Q9wg
431,인천시 연수구 송도동 21-59,10,10000000,1000000,300000,오피스텔,14,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/IFE6VFTI
432,인천시 연수구 송도동 21-59,10,10000000,950000,300000,오피스텔,14,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xbKcY7pi
433,인천시 연수구 송도동 21-59,10,10000000,800000,230000,오피스텔,14,1,1,동,동,0,.,0,1,1,즉시 입주,0,X,0,X,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/Fns8EMmR
434,인천시 연수구 송도동 15-12,5,10000000,700000,250000,오피스텔,17,1,1,남서,남서,0,.,0,5,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/F7F2rnyN
435,인천시 연수구 송도동 15-12,5,10000000,600000,200000,오피스텔,17,1,1,동,동,0,.,0,5,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xKyIPoY2
436,인천시 연수구 송도동 15-12,5,10000000,700000,280000,오피스텔,22,1,1,남,남,0,.,0,5,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FiPrRsKU
437,인천시 연수구 송도동 15-11,5,10000000,900000,200000,오피스텔,22,1,1,남서,남서,0,.,0,5,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xLNRtUEK
438,인천시 연수구 송도동 15-11,5,10000000,600000,250000,오피스텔,19,1,1,남서,남서,0,.,0,5,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xSBO3qi0
439,인천시 연수구 송도동 20-22,4,10000000,800000,150000,오피스텔,14,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/Ix0wpd2l
440,인천시 연수구 송도동 20-22,4,10000000,900000,250000,오피스텔,15,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xxoXn9YS
441,인천시 연수구 송도동 20-22,5,10000000,900000,250000,오피스텔,15,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5l28AVqK
442,인천시 연수구 송도동 15-10,2,10000000,800000,290000,오피스텔,19,1,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5HyNsOYR
443,인천시 연수구 송도동 15-10,4,10000000,800000,290000,오피스텔,19,1,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GhwvLHE2
444,인천시 연수구 송도동 2-5,2,10000000,700000,300000,오피스텔,15,1,1,북서,북서,0,.,0,1,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5GcbfIhb
445,인천시 연수구 송도동 2-5,2,10000000,800000,200000,오피스텔,17,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xtNFBIfi
446,인천시 연수구 송도동 2-5,2,10000000,800000,200000,오피스텔,17,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,0,X,0,X,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xKyIPKbf
447,인천시 연수구 송도동 4-1,3,10000000,800000,180000,오피스텔,20,1,1,서,서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5SKsXGgr
448,인천시 연수구 송도동 4-1,19,10000000,900000,250000,오피스텔,19,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5HyNs9LQ
449,인천시 연수구 송도동 4-1,23,10000000,800000,250000,오피스텔,19,1,1,북,북,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FvTijd6g
450,인천시 연수구 송도동 4-1,4,10000000,800000,250000,오피스텔,18,1,1,북서,북서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/x9Vuv9cv
451,인천시 연수구 송도동 4-1,2,10000000,700000,250000,오피스텔,18,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5hoZPdRk
452,인천시 연수구 송도동 4-1,2,10000000,650000,150000,오피스텔,12,1,1,북서,북서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/x2YE18Ri
453,인천시 연수구 송도동 4-1,6,10000000,700000,200000,오피스텔,13,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GWW7OdVn
454,인천시 연수구 송도동 4-1,4,10000000,650000,150000,오피스텔,15,1,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/I5wSugqL
455,인천시 연수구 송도동 4-1,2,10000000,800000,250000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5XckOesR
456,인천시 연수구 송도동 4-1,6,10000000,900000,250000,오피스텔,18,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xB76LmDK
457,인천시 연수구 송도동 4-1,20,10000000,700000,200000,오피스텔,13,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5o0OrBXa
458,인천시 연수구 송도동 4-1,8,10000000,800000,250000,오피스텔,19,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FRo7TsHI
459,인천시 연수구 송도동 4-1,18,10000000,700000,150000,오피스텔,13,1,1,북,북,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xpjD1m5d
460,인천시 연수구 송도동 4-1,11,10000000,850000,250000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5FDrgphO
461,인천시 연수구 송도동 4-1,5,10000000,630000,150000,오피스텔,10,1,1,북서,북서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/G8fZRniR
462,인천시 연수구 송도동 4-1,2,10000000,900000,260000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/539Qciha
463,인천시 연수구 송도동 4-1,1,10000000,800000,350000,오피스텔,20,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5CCecSta
464,인천시 연수구 송도동 4-1,4,10000000,700000,200000,오피스텔,14,1,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FM9hvzRh
465,인천시 연수구 송도동 4-1,3,10000000,700000,200000,오피스텔,15,1,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xbKcYrAO
466,인천시 연수구 송도동 4-1,15,10000000,700000,200000,오피스텔,14,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/xiLAizJH
467,인천시 연수구 송도동 4-1,3,10000000,600000,150000,오피스텔,10,1,1,북서,북서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/F1ap2SKd
468,인천시 연수구 송도동 4-1,21,10000000,800000,260000,오피스텔,20,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/GHLmCqYQ
469,인천시 연수구 송도동 4-1,20,10000000,850000,250000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5im6Vdsr
470,인천시 연수구 송도동 4-1,3,10000000,850000,250000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/54KX1bOg
471,인천시 연수구 송도동 4-1,19,10000000,750000,200000,오피스텔,13,1,1,북서,북서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/G6RZJtWy
472,인천시 연수구 송도동 4-1,12,10000000,950000,260000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FetJY2Bc
473,인천시 연수구 송도동 4-1,20,10000000,700000,200000,오피스텔,13,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FiPrRxuK
474,인천시 연수구 송도동 4-1,5,10000000,750000,250000,오피스텔,18,1,1,남서,남서,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FKGszICW
475,인천시 연수구 송도동 4-1,20,10000000,800000,260000,오피스텔,10,1,1,북동,북동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FEgwcOhp
476,인천시 연수구 송도동 4-1,7,40000000,900000,350000,오피스텔,22,2,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/5l28A3Tx
477,인천시 연수구 송도동 4-1,6,28000000,1000000,300000,오피스텔,22,2,1,남동,남동,0,.,0,1,1,즉시 입주,0,X,1,O,1,O,1,O,0,X,1,O,1,O,1,O,0,X,1,O,https://naver.me/FdqQkfhB
